State Date       Time   Providers Details
IL    2022-01-21 18-08  +18       ['IL,Burr Ridge,60527,Metro Infectious Disease Consult', 'IL,Chester,62233,Memorial Hospital Chester', 'IL,Elgin,60123,Advocate Sherman Hospital', 'IL,Elmhurst,60126,Elmhurst Memorial Healthcare Hosp', 'IL,Evanston,60201,Northshore University Health System', 'IL,Evanston,60202,Amita St. Francis Evanston Infusion', 'IL,Hinsdale,60521,Amita Health Cancer Institute', 'IL,Libertyville,60048,Advocate Condell Medical Center', 'IL,Mount Vernon,62864,Good Samaritan Health Center', 'IL,Naperville,60540,Edward Hospital', 'IL,Oak Lawn,60453,Advocate Christ Medical Center', 'IL,Peoria,61615,Illinois Cancercare', 'IL,Quincy,62301,Blessing Hospital', 'IL,Quincy,62301,Quincy Medical Group', 'IL,Rockford,61114,Swedish American Regional Cancer Ce', 'IL,Rolling Meadows,60008,Northwest Oncology And Hematology', 'IL,Springfield,62769,Hshs St Johns Hospital', 'IL,Urbana,61801,Carle Cancer Center']
IL    2022-01-25 09-23  +8        ['IL,Burr Ridge,60527,Pharmscript Of Illinois', 'IL,Chicago,60646,Forum Extended Care Services', 'IL,Crestwood,60418,Medication Management Partners', 'IL,Niles,60714,Care One Pharmacy Services', 'IL,Oak Park,60302,Cimpar Oak Park', 'IL,Peoria,61636,Methodist Medical Center Of Il', 'IL,Woodridge,60517,Medwiz Pharmacy Of Illinois', 'IL,Woodridge,60517,Symbria Rx Services']
IL    2022-01-26 07-35  +4        ['IL,Barrington,60010,Advocate Good Shepherd Hospital', 'IL,Des Plaines,60018,Mac Rx Llc', 'IL,Salem,62881,Bandys Long Term Care Pharmacy', 'IL,Woodridge,60517,Medwiz Pharmacy']
IL    2022-02-01 09-23  +1        ['IL,Chicago,60640,Louis A Weiss Memorial Hospital']
IL    2022-02-02 09-09  +1        ['IL,Chicago,60613,Thorek Memorial Hospital']
IL    2022-02-02 09-09  -4        ['IL,Chicago,60640,Louis A Weiss Memorial Hospital', 'IL,Chicago,60657,Advocate Illinois Masonic Med Ctr', 'IL,Evanston,60201,Northshore University Health System', 'IL,Murphysboro,62966,Sih - Mem Hosp Of Carbondale']
IL    2022-02-04 09-14  +1        ['IL,Chicago,60640,Louis A Weiss Memorial Hospital']
IL    2022-02-04 09-14  -9        ['IL,Burr Ridge,60527,Pharmscript Of Illinois', 'IL,Chicago,60646,Forum Extended Care Services', 'IL,Crestwood,60418,Medication Management Partners', 'IL,Des Plaines,60018,Mac Rx Llc', 'IL,Niles,60714,Care One Pharmacy Services', 'IL,Oak Park,60302,Cimpar Oak Park', 'IL,Salem,62881,Bandys Long Term Care Pharmacy', 'IL,Woodridge,60517,Medwiz Pharmacy Of Illinois', 'IL,Woodridge,60517,Symbria Rx Services']
IL    2022-02-10 21-04  +21       ['IL,Alton,62002,Osf Alton Primary', 'IL,Arlington Heights,60005,Northwest Community Hospital', 'IL,Bloomington,61701,Osf St Joseph Medical Center', 'IL,Burr Ridge,60527,Pharmscript Holdcoandsubsidiaries', 'IL,Centralia,62801,St Marys Hospital Centralia', 'IL,Chicago,60617,Advocate Trinity Hospital', 'IL,Chicago,60629,Iman Health Center', 'IL,Chicago,60657,Advocate Il Masonic Medical Center', 'IL,Danville,61832,Osf Sacred Heart Medical Danville', 'IL,Downers Grove,60515,Good Samaritan Bhorade Cancer Cente', 'IL,Evanston,60202,Amita Saint Francis Hospital', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm', 'IL,Glenview,60026,Glenbrook Hospital', 'IL,Hazel Crest,60429,Advocate South Suburban Hospital', 'IL,Lake Forest,60045,Nw Medicine Lake Forest Hospital', 'IL,Murphysboro,62966,St Joseph Memorial Hospital', 'IL,Park Ridge,60068,Advocate Lutheran General', 'IL,Peoria,61614,Osf St Francis Medical Center', 'IL,Rockford,61104,Swedish American Hospital Pharmacy', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Zion,60099,Midwestern Regional Med Ctr']
IL    2022-02-10 21-04  -4        ['IL,Chicago,60613,Thorek Memorial Hospital', 'IL,Danville,61832,V12 550 Danville, Il', 'IL,Evanston,60202,Amita St. Francis Evanston Infusion', 'IL,Marion,62959,V15 657A5 Marion, Il']
IL    2022-02-14 09-23  +1        ['IL,Hoffman Estates,60169,Saint Alexius Medical Center']
IL    2022-02-16 08-11  +1        ['IL,Chicago,60622,Humboldt Park Health']
IL    2022-02-16 08-11  -1        ['IL,Peoria,61636,Methodist Medical Center Of Il']
IL    2022-02-16 08-23  +1        ['IL,Springfield,62781,Memorial Medical Center']
IL    2022-02-16 18-37  +10       ['IL,Chicago,60613,Thorek Memorial Hospital', 'IL,Chicago,60614,Instavaxx Llc', 'IL,Danville,61832,V12 550 Danville, Il', 'IL,Elk Grove Village,60007,Alexian Brothers Hospital', 'IL,Evanston,60202,Amita St. Francis Evanston Infusion', 'IL,Jacksonville,62650,Jacksonville Memorial Hospital', 'IL,Marion,62959,V15 657A5 Marion, Il', 'IL,Quincy,62301,Illinois Veterans Home Quincy', 'IL,Springfield,62702,Siu Medical Center', 'IL,Waukegan,60085,Lake County Health Department']
IL    2022-02-16 18-37  -21       ['IL,Alton,62002,Osf Alton Primary', 'IL,Bloomington,61701,Osf St Joseph Medical Center', 'IL,Burr Ridge,60527,Pharmscript Holdcoandsubsidiaries', 'IL,Centralia,62801,St Marys Hospital Centralia', 'IL,Chicago,60617,Advocate Trinity Hospital', 'IL,Chicago,60629,Iman Health Center', 'IL,Chicago,60657,Advocate Il Masonic Medical Center', 'IL,Danville,61832,Osf Sacred Heart Medical Danville', 'IL,Downers Grove,60515,Good Samaritan Bhorade Cancer Cente', 'IL,Evanston,60202,Amita Saint Francis Hospital', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm', 'IL,Glenview,60026,Glenbrook Hospital', 'IL,Hazel Crest,60429,Advocate South Suburban Hospital', 'IL,Hoffman Estates,60169,Saint Alexius Medical Center', 'IL,Lake Forest,60045,Nw Medicine Lake Forest Hospital', 'IL,Murphysboro,62966,St Joseph Memorial Hospital', 'IL,Park Ridge,60068,Advocate Lutheran General', 'IL,Peoria,61614,Osf St Francis Medical Center', 'IL,Rockford,61104,Swedish American Hospital Pharmacy', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Zion,60099,Midwestern Regional Med Ctr']
IL    2022-02-18 15-54  +1        ['IL,Peoria,61636,Methodist Medical Center Of Il']
IL    2022-02-18 16-04  +10       ['IL,Belleville,62226,Express Specialty Pharmacy', 'IL,Chicago,60644,Loretto Hospital', 'IL,Chicago,60657,Advocate Illinois Masonic Med Ctr', 'IL,Downers Grove,60515,Innovative Express Care', 'IL,Downers Grove,60515,Remedi Seniorcare Of Chicago', 'IL,Evanston,60201,Northshore University Health System', 'IL,Maryville,62062,Anderson Hospital', 'IL,Murphysboro,62966,Sih - Mem Hosp Of Carbondale', 'IL,Normal,61761,Carle Bromenn Medical Center', 'IL,Skokie,60076,Hematology Oncology North Shore']
IL    2022-02-22 09-09  -9        ['IL,Belleville,62226,Express Specialty Pharmacy', 'IL,Chicago,60644,Loretto Hospital', 'IL,Chicago,60657,Advocate Illinois Masonic Med Ctr', 'IL,Danville,61832,V12 550 Danville, Il', 'IL,Downers Grove,60515,Remedi Seniorcare Of Chicago', 'IL,Evanston,60201,Northshore University Health System', 'IL,Marion,62959,V15 657A5 Marion, Il', 'IL,Maryville,62062,Anderson Hospital', 'IL,Murphysboro,62966,Sih - Mem Hosp Of Carbondale']
IL    2022-02-24 09-51  +2        ['IL,Chicago,60644,Loretto Hospital', 'IL,Elk Grove Village,60007,Alexian Brothers Hospital - Op Phar']
IL    2022-02-24 09-51  -1        ['IL,Elk Grove Village,60007,Alexian Brothers Hospital']
IL    2022-03-03 09-56  +7        ['IL,Belleville,62226,Express Specialty Pharmacy', 'IL,Chicago,60611,Amber Specialty Pharmacy Chicago', 'IL,Downers Grove,60515,Remedi Seniorcare Of Chicago', 'IL,Homer Glen,60491,Dialysis Care Center', 'IL,Maryville,62062,Anderson Hospital', 'IL,Paris,61944,Horizon Health', 'IL,Rockford,61107,Mobile Medical Us Corp']
IL    2022-03-03 09-56  -1        ['IL,Elk Grove Village,60007,Alexian Brothers Hospital - Op Phar']
IL    2022-03-03 10-04  -2        ['IL,Arlington Heights,60005,Northwest Community Hospital', 'IL,Highland Park,60035,Northshore Highland Park Hospital']
IL    2022-03-08 14-40  +5        ['IL,Chicago Ridge,60415,Affiliated Oncologists Llc', 'IL,Evanston,60201,Northshore University Health System', 'IL,Highland Park,60035,Northshore Highland Park Hospital', 'IL,Joliet,60435,Basingers Pharmacy', 'IL,Mattoon,61938,Sarah Bush Lincoln Hospital']
IL    2022-03-16 18-51  +23       ['IL,Alton,62002,Osf Alton Primary', 'IL,Arlington Heights,60005,Northwest Community Hospital', 'IL,Bloomington,61701,Osf St Joseph Medical Center', 'IL,Burr Ridge,60527,Pharmscript Holdcoandsubsidiaries', 'IL,Centralia,62801,St Marys Hospital Centralia', 'IL,Chicago,60617,Advocate Trinity Hospital', 'IL,Chicago,60657,Advocate Il Masonic Medical Center', 'IL,Crestwood,60418,Medication Management Partners Llc', 'IL,Danville,61832,Osf Sacred Heart Medical Danville', 'IL,Decatur,62526,Decatur Memorial Hospital', 'IL,Des Plaines,60018,Omnicare Of N Illinois #48241', 'IL,Elgin,60124,Provena St. Joseph Hospital', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm', 'IL,Glenview,60026,Glenbrook Hospital', 'IL,Hazel Crest,60429,Advocate South Suburban Hospital', 'IL,Hoffman Estates,60169,Saint Alexius Medical Center', 'IL,Murphysboro,62966,St Joseph Memorial Hospital', 'IL,Park Ridge,60068,Advocate Lutheran General', 'IL,Peoria,61614,Osf St Francis Medical Center', 'IL,Pittsfield,62363,Illini Community Hospital Pharmacy', 'IL,Rockford,61104,Swedish American Hospital Pharmacy', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Zion,60099,Midwestern Regional Med Ctr']
IL    2022-03-16 18-51  -12       ['IL,Belleville,62226,Express Specialty Pharmacy', 'IL,Chicago,60613,Thorek Memorial Hospital', 'IL,Chicago,60614,Instavaxx Llc', 'IL,Elgin,60123,Advocate Sherman Hospital', 'IL,Evanston,60202,Amita St. Francis Evanston Infusion', 'IL,Homer Glen,60491,Dialysis Care Center', 'IL,Jacksonville,62650,Jacksonville Memorial Hospital', 'IL,Joliet,60435,Basingers Pharmacy', 'IL,Mattoon,61938,Sarah Bush Lincoln Hospital', 'IL,Paris,61944,Horizon Health', 'IL,Rockford,61103,Javonbea Hospital - Rockton', 'IL,Skokie,60076,Hematology Oncology North Shore']
IL    2022-03-18 09-58  +24       ['IL,Alton,,Alton Memorial Hospital', 'IL,Belleville,,Protestant Memorial Medical Center', 'IL,Burr Ridge,,Metro Infectious Disease Consult', 'IL,Chester,,Memorial Hospital Chester', 'IL,Chicago,,Amita St. Joseph Hospital', 'IL,Chicago,,Humboldt Park Health', 'IL,Chicago,,Rush University Medical Center', 'IL,Chicago,,University Of Illinois Hospital', 'IL,Decatur,,Decatur Memorial Hospital', 'IL,Elmhurst,,Elmhurst Memorial Healthcare Hosp', 'IL,Evergreen Park,,Osf Little Company Of Mary Pharm', 'IL,Hazel Crest,,Advocate South Suburban Hospital', 'IL,Highland Park,,Northshore Highland Park Hospital', 'IL,Hoffman Estates,,Saint Alexius Medical Center', 'IL,Maywood,,Loyola University Medical Center', 'IL,Mchenry,,Nw Medicine Mchenry Hospital', 'IL,Murphysboro,,St Joseph Memorial Hospital', 'IL,Oak Lawn,,Advocate Christ Medical Center', 'IL,Park Ridge,,Advocate Lutheran General', 'IL,Peoria,,Illinois Cancercare', 'IL,Quincy,,Quincy Medical Group', 'IL,Rockford,,Osf Healthcare - St. Anthony Medica', 'IL,Skokie,60076,Hematology Oncology North Shore', 'IL,Springfield,,Memorial Medical Center']
IL    2022-03-18 09-58  -26       ['IL,Alton,62002,Alton Memorial Hospital', 'IL,Belleville,62226,Protestant Memorial Medical Center', 'IL,Burr Ridge,60527,Metro Infectious Disease Consult', 'IL,Chester,62233,Memorial Hospital Chester', 'IL,Chicago Ridge,60415,Affiliated Oncologists Llc', 'IL,Chicago,60612,Rush University Medical Center', 'IL,Chicago,60612,University Of Illinois Hospital', 'IL,Chicago,60622,Humboldt Park Health', 'IL,Chicago,60657,Amita St. Joseph Hospital', 'IL,Decatur,62526,Decatur Memorial Hospital', 'IL,Elgin,60124,Provena St. Joseph Hospital', 'IL,Elmhurst,60126,Elmhurst Memorial Healthcare Hosp', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm', 'IL,Hazel Crest,60429,Advocate South Suburban Hospital', 'IL,Highland Park,60035,Northshore Highland Park Hospital', 'IL,Hoffman Estates,60169,Saint Alexius Medical Center', 'IL,Libertyville,60048,Advocate Condell Medical Center', 'IL,Maywood,60153,Loyola University Medical Center', 'IL,Murphysboro,62966,St Joseph Memorial Hospital', 'IL,Normal,61761,Carle Bromenn Medical Center', 'IL,Oak Lawn,60453,Advocate Christ Medical Center', 'IL,Park Ridge,60068,Advocate Lutheran General', 'IL,Peoria,61615,Illinois Cancercare', 'IL,Quincy,62301,Quincy Medical Group', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Springfield,62781,Memorial Medical Center']
IL    2022-03-18 11-17  +24       ['IL,Alton,62002,Alton Memorial Hospital', 'IL,Belleville,62226,Protestant Memorial Medical Center', 'IL,Chester,62233,Memorial Hospital Chester', 'IL,Chicago,60612,Rush University Medical Center', 'IL,Chicago,60612,University Of Illinois Hospital', 'IL,Chicago,60622,Humboldt Park Health', 'IL,Decatur,62526,Decatur Memorial Hospital', 'IL,Elmhurst,60126,Elmhurst Memorial Healthcare Hosp', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm', 'IL,Hazel Crest,60429,Advocate South Suburban Hospital', 'IL,Highland Park,60035,Northshore Highland Park Hospital', 'IL,Hoffman Estates,60169,Saint Alexius Medical Center', 'IL,Lake Forest,60045,Nw Medicine Lake Forest Hospital', 'IL,Mchenry,60050,Nw Medicine Mchenry Hospital', 'IL,Murphysboro,62966,St Joseph Memorial Hospital', 'IL,Normal,61761,Carle Bromenn Medical Center', 'IL,Oak Lawn,60453,Advocate Christ Medical Center', 'IL,Park Ridge,60068,Advocate Lutheran General', 'IL,Peoria,61615,Illinois Cancercare', 'IL,Quincy,62301,Quincy Medical Group', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Silvis,61282,Genesis Medical Center/ Illini Camp', 'IL,Springfield,62781,Memorial Medical Center', 'IL,Staunton,62088,Community Memorial Hospital']
IL    2022-03-18 11-17  -25       ['IL,Alton,,Alton Memorial Hospital', 'IL,Belleville,,Protestant Memorial Medical Center', 'IL,Burr Ridge,,Metro Infectious Disease Consult', 'IL,Chester,,Memorial Hospital Chester', 'IL,Chicago,,Amita St. Joseph Hospital', 'IL,Chicago,,Humboldt Park Health', 'IL,Chicago,,Rush University Medical Center', 'IL,Chicago,,University Of Illinois Hospital', 'IL,Decatur,,Decatur Memorial Hospital', 'IL,Elmhurst,,Elmhurst Memorial Healthcare Hosp', 'IL,Evergreen Park,,Osf Little Company Of Mary Pharm', 'IL,Hazel Crest,,Advocate South Suburban Hospital', 'IL,Highland Park,,Northshore Highland Park Hospital', 'IL,Hoffman Estates,,Saint Alexius Medical Center', 'IL,Maywood,,Loyola University Medical Center', 'IL,Mchenry,,Nw Medicine Mchenry Hospital', 'IL,Murphysboro,,St Joseph Memorial Hospital', 'IL,Oak Lawn,,Advocate Christ Medical Center', 'IL,Park Ridge,,Advocate Lutheran General', 'IL,Peoria,,Illinois Cancercare', 'IL,Quincy,,Quincy Medical Group', 'IL,Rockford,,Osf Healthcare - St. Anthony Medica', 'IL,Rolling Meadows,60008,Northwest Oncology And Hematology', 'IL,Springfield,,Memorial Medical Center', 'IL,Urbana,61801,Carle Cancer Center']
IL    2022-03-19 11-58  +2        ['IL,Chicago,60614,Innovative Express Care - Diversey', 'IL,Rolling Meadows,60008,Northwest Oncology And Hematology']
IL    2022-03-19 11-58  -3        ['IL,Arlington Heights,60005,Northwest Community Hospital', 'IL,Springfield,62769,Hshs St Johns Hospital', 'IL,Staunton,62088,Community Memorial Hospital']
IN    2021-12-29 09-02  +22       ['IN,Angola,46703,Cameron Memorial Community Hospital', 'IN,Columbus,47201,Columbus Regional Health', 'IN,East Chicago,46312,Ccn Saint Catherine Hospital', 'IN,Gary,46402,Methodist Hospitals - Northlake', 'IN,Goshen,46526,Goshen Hospital', 'IN,Greenfield,46140,Hancock Regional Hospital', 'IN,Hammond,46320,Franciscan Health Hammond', 'IN,Hobart,46342,St Mary Medical Center', 'IN,Indianapolis,46202,Iuh Methodist Hospital', 'IN,Jasper,47546,Memorial Hospital And Health Care', 'IN,Lafayette,47905,Franciscan Health Lafayette East', 'IN,Lafayette,47905,Iuh Arnett Hospital', 'IN,Lebanon,46052,Witham Health Services', 'IN,Merrillville,46410,Methodist Hospitals - Southlake', 'IN,Michigan City,46360,Franciscan Health Michigan City', 'IN,Muncie,47303,Iu Health Ball Memorial Hospital', 'IN,Noblesville,46060,Riverview Hospital', 'IN,Richmond,47374,Reid Health', 'IN,Seymour,47274,Schneck Medical Center', 'IN,Shelbyville,46176,Major Hospital', 'IN,Terre Haute,47802,Terre Haute Regional Hospital', 'IN,Winamac,46996,Pulaski Hospital']
IN    2022-01-03 16-32  +3        ['IN,Carmel,46032,Iu Health North Joe Shelly Schwarz', 'IN,Indianapolis,46202,Riley Hosp For Children Iuh', 'IN,La Porte,46350,Franciscan Beacon Hospital']
IN    2022-01-07 08-09  +1        ['IN,Indianapolis,46260,Hematology-Oncology Of Indiana']
IN    2022-01-14 15-37  +3        ['IN,Evansville,47710,Deaconess Midtown Hospital', 'IN,Indianapolis,46202,Eskenazi Health Center', 'IN,Newcastle,47362,Henry County Hospital']
IN    2022-01-14 15-37  -1        ['IN,Evansville,47710,Deaconess Gateway Hospital']
IN    2022-01-19 08-05  +12       ['IN,Crawfordsville,47933,Franciscan Health Crawfordsville', 'IN,Crown Point,46307,Franciscan Health Crown Point', 'IN,Dyer,46311,Franciscan Health Dyer', 'IN,Fort Wayne,46808,Omnicare Of Fort Wayne', 'IN,Griffith,46319,Omnicare Of Griffith', 'IN,Indianapolis,46250,Pharmerica', 'IN,Laporte,46350,Northwest Health - Laporte', 'IN,Mooresville,46158,Franciscan Health Mooresville', 'IN,Munster,46321,Franciscan Health Munster', 'IN,Rensselaer,47978,Franciscan Health Rensselaer', 'IN,Rochester,46975,Woodlawn Hospital', 'IN,Washington,47501,Daviess Community Hospital']
IN    2022-01-21 18-08  +3        ['IN,Indianapolis,46250,Pharmscript Of In, Llc', 'IN,Indianapolis,46256,Dr. Aziz Pharmacy', 'IN,New Albany,47150,Baptist Health Floyd']
IN    2022-01-25 09-23  +3        ['IN,Fort Wayne,46805,V10 610A4 Fort Wayne, In', 'IN,Indianapolis,46250,Pharmerica - Indianapolis', 'IN,Monticello,47960,Iuh White Memorial Hospital']
IN    2022-01-25 09-23  -1        ['IN,Indianapolis,46250,Pharmerica']
IN    2022-01-26 07-35  +5        ['IN,Carmel,46032,Integrative Med Laser Aesthetics', 'IN,Indianapolis,46260,Priority Physicians, P.C.', 'IN,Jeffersonville,47130,Kentuckiana Medicine', 'IN,Kokomo,46902,Community Howard Regional Health', 'IN,Rushville,46173,Rush Memorial Hospital']
IN    2022-01-28 09-28  +4        ['IN,Fishers,46037,Iuh - Central In Cancer Ctr Fishers', 'IN,Indianapolis,46219,Iuh Central In Cancer Center - East', 'IN,Lafayette,47904,Iu Health Arnett Cancer Center', 'IN,Marion,46952,Marion General Hospital']
IN    2022-02-04 09-14  +2        ['IN,Indianapolis,46234,Omnicare Of Indianapolis', 'IN,Martinsville,46151,Iuh Morgan']
IN    2022-02-10 21-04  +4        ['IN,Fort Wayne,46808,Omnicare Of Ft. Wayne #48246', 'IN,Indianapolis,46234,Omnicare Of Indianapolis #48248', 'IN,Indianapolis,46250,Pharmscript Holdcoandsubsidiaries', 'IN,South Bend,46617,The South Bend Clinic, Llp']
IN    2022-02-10 21-04  -10       ['IN,Fort Wayne,46805,V10 610A4 Fort Wayne, In', 'IN,Fort Wayne,46808,Omnicare Of Fort Wayne', 'IN,Franklin,46131,Johnson Memorial', 'IN,Indianapolis,46234,Omnicare Of Indianapolis', 'IN,Indianapolis,46250,Pharmscript Of In, Llc', 'IN,Jeffersonville,47130,Kentuckiana Medicine', 'IN,Martinsville,46151,Iuh Morgan', 'IN,Muncie,47303,Iu Health Ball Memorial Hospital', 'IN,Rushville,46173,Rush Memorial Hospital', 'IN,Terre Haute,47802,Terre Haute Regional Hospital']
IN    2022-02-14 09-23  -1        ['IN,Rochester,46975,Woodlawn Hospital']
IN    2022-02-16 08-11  +1        ['IN,Rochester,46975,Woodlawn Hospital']
IN    2022-02-16 18-37  +10       ['IN,Fort Wayne,46805,V10 610A4 Fort Wayne, In', 'IN,Fort Wayne,46808,Omnicare Of Fort Wayne', 'IN,Franklin,46131,Johnson Memorial', 'IN,Indianapolis,46234,Omnicare Of Indianapolis', 'IN,Indianapolis,46250,Pharmscript Of In, Llc', 'IN,Jeffersonville,47130,Kentuckiana Medicine', 'IN,Martinsville,46151,Iuh Morgan', 'IN,Muncie,47303,Iu Health Ball Memorial Hospital', 'IN,Rushville,46173,Rush Memorial Hospital', 'IN,Terre Haute,47802,Terre Haute Regional Hospital']
IN    2022-02-16 18-37  -5        ['IN,Fort Wayne,46808,Omnicare Of Ft. Wayne #48246', 'IN,Indianapolis,46234,Omnicare Of Indianapolis #48248', 'IN,Indianapolis,46250,Pharmscript Holdcoandsubsidiaries', 'IN,Shelbyville,46176,Major Hospital', 'IN,South Bend,46617,The South Bend Clinic, Llp']
IN    2022-02-18 15-54  +1        ['IN,Shelbyville,46176,Major Hospital']
IN    2022-02-18 16-04  +1        ['IN,Bloomington,47403,Monroe Hospital']
IN    2022-02-22 09-09  -2        ['IN,Bloomington,47403,Monroe Hospital', 'IN,Fort Wayne,46805,V10 610A4 Fort Wayne, In']
IN    2022-03-03 10-04  -1        ['IN,Winamac,46996,Pulaski Hospital']
