State Date       Time   Providers Details
NC    2022-02-22 09-09  -52       ['NC,Asheville,28803,Mahec Fam Hlth Ctr @ Biltmore', 'NC,Asheville,28806,Mercy Urgent Care West', 'NC,Beaufort Nc,28516,Open Water Medical Beaufort', 'NC,Bolivia,28422,Brunswick Medical Center', 'NC,Burlington,27215,Neil Medical Group Burlington', 'NC,Chapel Hill,27514,Unc Hospitals', 'NC,Chapel Hill,27514,Unc Therapeutic Infusion Center Rx', 'NC,Charlotte,28204,Presbyterian Medical Center', 'NC,Charlotte,28208,Carolinacare', 'NC,Charlotte,28208,Starmed Healthcare', 'NC,Clayton,27520,Johnston Health Clayton', 'NC,Clinton,28328,Sampson Regional Medical Center', 'NC,Columbus,28722,Saint Lukes Hospital', 'NC,Danbury,27016,Lifebrite Hospital Group Of Stokes', 'NC,Durham,27703,Pruitthealth Rx Services Durham', 'NC,Durham,27705,Duke University Health System', 'NC,Elkin,28621,Hugh Chatham Memorial Hospital', 'NC,Emerald Isle,28594,Carteret Heart And Vascular', 'NC,Fort Bragg,28310,Womack Army Medical Center', 'NC,Gastonia,28056,Gaston County Jail', 'NC,Goldsboro,27534,Wayne Memorial Hospital', 'NC,Greenville,27835,Vidant Medical Center', 'NC,Henderson,27536,Sunflower Dpc Horner St', 'NC,Hendersonville,28791,Margaret R Pardee Hospital Pharmacy', 'NC,Hickory,28602,Catawba Valley Medical Center', 'NC,Hillsborough,27278,Unc Hospitals Hillsborough Campus', 'NC,Kernersville,27284,Novant Health Kernersville Medical', 'NC,Kernersville,27284,Southern Rx Services Winston-Salem', 'NC,Kinston,28504,Neil Medical Group Kinston', 'NC,Laurinburg,28352,Scotland Memorial Hospital', 'NC,Lenoir,28645,Caldwell Mem Hosp Inc', 'NC,Lumberton,28358,Southeastern Regional Medical Cente', 'NC,Mooresville,28115,Neil Medical Group Mooresville', 'NC,Morehead City,28557,Carteret General Hospital', 'NC,Morrisville,27560,Amber Specialty Pharmacy Durham', 'NC,New Bern,28560,Carolinaeast Medical Center', 'NC,New Bern,28560,Coastal Carolina Health Care', 'NC,Raleigh,27610,Wakemed Raleigh Campus Pharmacy', 'NC,Rocky Mount,27804,Nash Unc Healthcare', 'NC,Salisbury,28144,Novant Health Rowan Medical Center', 'NC,Siler City,27344,Chatham Hospital - Unc Shared Svc', 'NC,Smithfield,27577,Johnston Health Outpatient Pharmacy', 'NC,Smithfield,27577,Johnston Memorial Hospital', 'NC,Sparta,28675,Alleghany Health', 'NC,Statesville,28677,Piedmont Healthcare Statesville', 'NC,Tarboro,27886,Vidant Edgecombe Hospital', 'NC,Troy,27371,Firsthealth Montgomery Memorial Hos', 'NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese', 'NC,Wilmington,28403,Intracoastal Internal Medicine', 'NC,Wilson,27896,Wilson Medical Group', 'NC,Winston Salem,27103,Forsyth Medical Center Pharmacy', 'NC,Winston-Salem,27103,Medipack Pharmacy, Llc']
NC    2022-03-03 10-04  +3        ['NC,Charlotte,28208,Starmed Healthcare', 'NC,Charlotte,28211,Randolph Medical Pharmacy', 'NC,Huntersville,28078,Cu Infusion']
NC    2022-03-16 18-51  +7        ['NC,Charlotte,28215,Novant Health Mint Hill Medical Cen', 'NC,Clemmons,27012,Novant Health Clemmons Medical Cen', 'NC,Huntersville,28078,Novant Health Huntersville Med Ctr', 'NC,Matthews,28105,Ubylee Healthcare Group Pllc', 'NC,Matthews,28213,Novant Health Matthews Medical Cent', 'NC,Pink Hill,28572,Guardian Pharmacy Services', 'NC,Thomasville,27360,Novant Health Thomasville Medical C']
NC    2022-03-16 18-51  -24       ['NC,Beaufort Nc,28516,Open Water Medical Beaufort', 'NC,Boone,28607,Watauga Medical Center', 'NC,Charlotte,28208,Starmed Family Urgent Care Freemore', 'NC,Charlotte,28211,Randolph Medical Pharmacy', 'NC,Charlotte,28211,Starmed Healthcare - Wendover', 'NC,Danbury,27016,Lifebrite Hospital Group Of Stokes', 'NC,Durham,27705,Duke University Health System', 'NC,Emerald Isle,28594,Carteret Heart And Vascular', 'NC,Fort Bragg,28310,Womack Army Medical Center', 'NC,Gastonia,28052,Starmed Healthcare Gaston', 'NC,Gastonia,28056,Gaston County Jail', 'NC,Greensboro,27401,Moses Cone Memorial Hospital', 'NC,Hickory,28602,Catawba Valley Medical Center', 'NC,Huntersville,28078,Cu Infusion', 'NC,Jacksonville,28540,Starmed Onslow', 'NC,Jacksonville,28546,Starmed Healthcare - Jacksonville', 'NC,Marion,28752,Marion Wellness And Disease Managem', 'NC,New Bern,28560,Starmed Healthcare - New Bern', 'NC,Statesville,28677,Piedmont Healthcare Statesville', 'NC,Tarboro,27886,Vidant Edgecombe Hospital', 'NC,Valdese,28690,Blue Ridge Healthcare Hosp Valdese', 'NC,Wilmington,28403,Intracoastal Internal Medicine', 'NC,Winston-Salem,27103,Medipack Pharmacy, Llc', 'NC,Yadkinville,27055,Yadkin County Emergency Services']
NC    2022-03-18 09-58  +7        ['NC,Asheville,,Mahec Fam Hlth Ctr @ Biltmore', 'NC,Clayton,,Johnston Health Clayton', 'NC,Goldsboro,,Wayne Memorial Hospital', 'NC,Laurinburg,,Scotland Memorial Hospital', 'NC,Lumberton,,Southeastern Regional Medical Cente', 'NC,Salisbury,,Novant Health Rowan Medical Center', 'NC,Siler City,,Chatham Hospital - Unc Shared Svc']
NC    2022-03-18 09-58  -9        ['NC,Asheville,28803,Mahec Fam Hlth Ctr @ Biltmore', 'NC,Bolivia,28422,Brunswick Medical Center', 'NC,Clayton,27520,Johnston Health Clayton', 'NC,Columbus,28722,Saint Lukes Hospital', 'NC,Goldsboro,27534,Wayne Memorial Hospital', 'NC,Laurinburg,28352,Scotland Memorial Hospital', 'NC,Lumberton,28358,Southeastern Regional Medical Cente', 'NC,Salisbury,28144,Novant Health Rowan Medical Center', 'NC,Siler City,27344,Chatham Hospital - Unc Shared Svc']
NC    2022-03-18 11-17  +8        ['NC,Asheville,28803,Mahec Fam Hlth Ctr @ Biltmore', 'NC,Bolivia,28422,Brunswick Medical Center', 'NC,Clayton,27520,Johnston Health Clayton', 'NC,Goldsboro,27534,Wayne Memorial Hospital', 'NC,Laurinburg,28352,Scotland Memorial Hospital', 'NC,Morrisville,27560,Pharmscript Holdco And Subsidiaries', 'NC,Salisbury,28144,Novant Health Rowan Medical Center', 'NC,Siler City,27344,Chatham Hospital - Unc Shared Svc']
NC    2022-03-18 11-17  -9        ['NC,Asheville,,Mahec Fam Hlth Ctr @ Biltmore', 'NC,Charlotte,28215,Novant Health Mint Hill Medical Cen', 'NC,Clayton,,Johnston Health Clayton', 'NC,Goldsboro,,Wayne Memorial Hospital', 'NC,Laurinburg,,Scotland Memorial Hospital', 'NC,Lumberton,,Southeastern Regional Medical Cente', 'NC,Matthews,28213,Novant Health Matthews Medical Cent', 'NC,Salisbury,,Novant Health Rowan Medical Center', 'NC,Siler City,,Chatham Hospital - Unc Shared Svc']
NC    2022-03-19 08-15  +2        ['NC,Durham,27703,Unc Adult Oncology Clinics', 'NC,Matthews,28213,Novant Health Matthews Medical Cent']
NC    2022-03-19 08-15  -7        ['NC,Asheville,28806,Mercy Urgent Care West', 'NC,Charlotte,28208,Starmed Healthcare', 'NC,Charlotte,28277,Carolina Family Healthcare', 'NC,Clinton,28328,Sampson Regional Medical Center', 'NC,Henderson,27536,Sunflower Dpc Horner St', 'NC,Morrisville,27560,Pharmscript Holdco And Subsidiaries', 'NC,Wilson,27896,Wilson Medical Group']
NC    2022-03-19 11-58  -1        ['NC,Rocky Mount,27804,Nash Unc Healthcare']
ND    2022-02-22 09-09  -1        ['ND,Belcourt,58316,Belcourt Su  - Quentin N. Burdik']
ND    2022-03-16 18-51  +7        ['ND,Bismarck,58501,Chi St Alexius Med Cntr', 'ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Dickinson,58601,Chi St Alexius Dickinson', 'ND,Fargo,58103,Essentia Health', 'ND,Grand Forks,58201,Altru Health System Pharmacy', 'ND,Jamestown,58401,Jamestown Regional Medical Center', 'ND,Minot,58701,Trinity Hospital']
ND    2022-03-16 18-51  -1        ['ND,Belcourt,58316,Belcourt Su  - Quentin N. Burdik']
ND    2022-03-18 09-58  -1        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck']
ND    2022-03-18 11-17  +2        ['ND,Bismarck,58501,Sanford Medical Center  - Bismarck', 'ND,Park River,58270,First Care Health Center']
ND    2022-03-18 11-17  -1        ['ND,Dickinson,58601,Chi St Alexius Dickinson']
ND    2022-03-19 08-15  +1        ['ND,Dickinson,58601,Chi St Alexius Dickinson']
OH    2022-02-22 09-09  -37       ['OH,Bellefontaine,43311,Mary Rutan Hospital', 'OH,Bluffton,45817,Bvhs - Bluffton Hospital', 'OH,Bowling Green,43402,Wood County Hospital', 'OH,Cadiz,43907,Wvu Harrison Community Hospital', 'OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr', 'OH,Canton,44708,Mercy Medical Center - Canton', 'OH,Canton,44710,Aultman Hospital Canton', 'OH,Cincinnati,45219,Christ Hospital - Main', 'OH,Cincinnati,45229,Cincinnati Childrens Med Ctr', 'OH,Cincinnati,45242,Bethesda North Hospital', 'OH,Cleveland,44106,University Hospitals Of Cleveland', 'OH,Cleveland,44195,Cleveland Clinic Foundation - Main', 'OH,Coldwater,45828,Mercer Health Mercer Co Comm Hosp', 'OH,Columbus,43205,Nch Main Campus', 'OH,Columbus,43210,Osu - Osu Wexner Medical Ctr', 'OH,Columbus,43213,Mount Carmel East Hospital', 'OH,Dayton,45409,Miami Valley Hospital', 'OH,Dennison,44621,Trinity Hospital Twin City', 'OH,East Liverpool,43920,East Liverpool City Hospital', 'OH,Findlay,45840,Bvhs - Blanchard Valley Hospital', 'OH,Galion,44833,Avita - Galion Com Hospital', 'OH,Hicksville,43526,Community Memorial Hospital', 'OH,Hillsboro,45133,Highland District Hospital', 'OH,Kettering,45429,Khn Grandview Infusion Center', 'OH,Lima,45804,Lima Memorial Health System', 'OH,Maumee,43537,Mclaren St. Lukes Hospital', 'OH,Mount Vernon,43050,Knox Community Hospital', 'OH,Napoleon,43545,Henry County Hospital', 'OH,Paulding,45879,Paulding County Hospital', 'OH,Port Clinton,43452,H.B. Magruder Hospital', 'OH,Portsmouth,45662,Southern Ohio Medical Center', 'OH,Sandusky,44870,Firelands Regional Medical Center', 'OH,St. Marys,45885,Joint Twp Dist Memorial Hospital', 'OH,Wauseon,43567,Fulton County Health Center', 'OH,Willoughby,44094,Uh Lake Health West', 'OH,Wilmington,45177,Clinton Memorial Hospital', 'OH,Wooster,44691,Wooster Community Hospital']
OH    2022-03-03 10-04  +2        ['OH,Cincinnati,45229,Uc Health Univ Of Cincinnati', 'OH,Toledo,43606,Promedica Toledo Hospital']
OH    2022-03-03 10-04  -1        ['OH,Kettering,45429,Khn Grandview Infusion Center']
OH    2022-03-08 14-40  +5        ['OH,Canton,44708,Mercy Medical Center - Canton', 'OH,Kettering,45429,Khn Grandview Infusion Center', 'OH,Marietta,45750,Marietta Memorial Hospital', 'OH,Sidney,45365,Wilson Memorial Hospital', 'OH,Springboro,45066,Premier Clinical Research Llc']
OH    2022-03-16 18-51  +18       ['OH,Defiance,43512,Promedica Defiance Regional Hosp', 'OH,Fostoria,44830,Promedica-Fostoria Community Hospit', 'OH,Fremont,43420,Promedica Fremont Memorial Hospital', 'OH,Kettering,45429,Kettering Health Dayton', 'OH,Kettering,45429,Kettering Health Franklin', 'OH,Kettering,45429,Kettering Health Greene Memorial', 'OH,Kettering,45429,Kettering Health Hamilton', 'OH,Kettering,45429,Kettering Health Huber', 'OH,Kettering,45429,Kettering Health Main Campus', 'OH,Kettering,45429,Kettering Health Miamisburg', 'OH,Kettering,45429,Kettering Health Middletown', 'OH,Kettering,45429,Kettering Health Piqua', 'OH,Kettering,45429,Kettering Health Preble', 'OH,Kettering,45429,Kettering Health Troy', 'OH,Kettering,45429,Kettering Health Washington Twp', 'OH,Kettering,45429,Soin Medical Center', 'OH,Oregon,43616,Promedica Bay Park Comm Hosp', 'OH,Sylvania,43560,Promedica Flower Memorial']
OH    2022-03-16 18-51  -4        ['OH,Bowling Green,43402,Wood County Hospital', 'OH,Cambridge,43725,Southeastern Ohio Regional Med Ctr', 'OH,Springboro,45066,Premier Clinical Research Llc', 'OH,Washington Court House,43160,Adena Fayette Medical Ctr']
OH    2022-03-18 09-58  +3        ['OH,Cleveland,,Cleveland Clinic Foundation - Main', 'OH,Springboro,45066,Premier Clinical Research Llc', 'OH,Wilmington,45177,Clinton Memorial Hospital']
OH    2022-03-18 09-58  -4        ['OH,Cleveland,44195,Cleveland Clinic Foundation - Main', 'OH,East Liverpool,43920,East Liverpool City Hospital', 'OH,Lima,45804,Lima Memorial Health System', 'OH,Westerville,43082,Ohiohealth Westerville Med Campus']
OH    2022-03-18 11-17  +3        ['OH,Cleveland,44195,Cleveland Clinic Foundation - Main', 'OH,Columbus,43228,Pharmscript Holdcoandsubsidiaries', 'OH,East Liverpool,43920,East Liverpool City Hospital']
OH    2022-03-18 11-17  -2        ['OH,Cleveland,,Cleveland Clinic Foundation - Main', 'OH,Wooster,44691,Wooster Community Hospital']
OH    2022-03-19 08-15  +1        ['OH,Wooster,44691,Wooster Community Hospital']
OH    2022-03-19 11-58  +2        ['OH,Columbus,43214,Ohiohealth Riverside Methodist', 'OH,Westerville,43082,Ohiohealth Westerville Med Campus']
OH    2022-03-19 11-58  -3        ['OH,Cincinnati,45242,Bethesda North Hospital', 'OH,Port Clinton,43452,H.B. Magruder Hospital', 'OH,Steubenville,43952,Trinity Medical Center West']
OK    2022-02-22 09-09  -10       ['OK,Atoka,74525,Atoka Co Medical Center', 'OK,Enid,73701,Integris Bass Baptist Hospital', 'OK,Moore,73160,Moore Care', 'OK,Norman,73071,Classen Urgent Care Clinic Norman', 'OK,Norman,73071,Norman Regional Hospital Authority', 'OK,Oklahoma City,73120,Mercy Hospital - Okc', 'OK,Stillwater,74074,Stillwater Med Ctr - Pharm', 'OK,Tulsa,74136,Saint Francis Hospital', 'OK,Woodward,73801,Alliance Health Woodward', 'OK,Yukon,73099,Wilson Medical']
OK    2022-03-03 10-04  +2        ['OK,Claremore,74017,Claremore Indian Hospital', 'OK,Durant,74701,Alliance Health - Durant']
OK    2022-03-08 14-40  +6        ['OK,Ada,74820,Mercy Hospital - Ada', 'OK,Altus,73521,Jackson County Memorial Hospital', 'OK,Blackwell,74631,Stillwater Medical - Blackwell', 'OK,Hugo,74743,Choctaw Memorial Hospital', 'OK,Lawton,73505,Comanche County Memorial Hospital', 'OK,Seiling,73663,Seiling Municipal Hospital Rhc']
OK    2022-03-16 18-51  +3        ['OK,Ada,74820,Chickasaw Nation Medical Cntr', 'OK,Marietta,73448,Mercy Health Love County - Rhc', 'OK,Yukon,73099,Healthcare One Urgent Care']
OK    2022-03-16 18-51  -8        ['OK,Ada,74820,Quickcare Aprn - Cnp', 'OK,Blackwell,74631,Stillwater Medical - Blackwell', 'OK,Durant,74701,Alliance Health - Durant', 'OK,Elk City,73644,Grt Plains Regional Med Ctr', 'OK,Moore,73160,Moore Care', 'OK,Norman,73071,Norman Regional Hospital Authority', 'OK,Seiling,73663,Seiling Municipal Hospital Rhc', 'OK,Tulsa,74133,Carefirst Pharmacy Tulsa, Inc']
OK    2022-03-18 09-58  +9        ['OK,Ada,,Mercy Hospital - Ada', 'OK,Beaver,73932,Beaver County Memorial Hospital', 'OK,El Reno,,Hc One Uc And Fam Prac - El Reno', 'OK,Enid,,Integris Bass Baptist Hospital', 'OK,Lawton,,Comanche County Memorial Hospital', 'OK,Pryor,,Hillcrest Hospital - Pryor', 'OK,Shawnee,,St Anthony Shawnee Hospital', 'OK,Stillwater,,Stillwater Med Ctr - Pharm', 'OK,Yukon,,Healthcare One Urgent Care']
OK    2022-03-18 09-58  -9        ['OK,Ada,74820,Mercy Hospital - Ada', 'OK,El Reno,73036,Hc One Uc And Fam Prac - El Reno', 'OK,Enid,73701,Integris Bass Baptist Hospital', 'OK,Lawton,73505,Comanche County Memorial Hospital', 'OK,Norman,73071,Classen Urgent Care Clinic Norman', 'OK,Pryor,74361,Hillcrest Hospital - Pryor', 'OK,Stillwater,74074,Stillwater Med Ctr - Pharm', 'OK,Woodward,73801,Alliance Health Woodward', 'OK,Yukon,73099,Healthcare One Urgent Care']
OK    2022-03-18 11-17  +14       ['OK,Ada,74820,Mercy Hospital - Ada', 'OK,Ada,74820,Quickcare Aprn - Cnp', 'OK,Antlers,74523,Pushmataha Hospital', 'OK,Durant,74701,Alliance Health - Durant', 'OK,El Reno,73036,Hc One Uc And Fam Prac - El Reno', 'OK,Elk City,73644,Grt Plains Regional Med Ctr', 'OK,Enid,73701,Integris Bass Baptist Hospital', 'OK,Lawton,73505,Comanche County Memorial Hospital', 'OK,Moore,73160,Moore Care', 'OK,Norman,73071,Classen Urgent Care Clinic Norman', 'OK,Shawnee,74804,St Anthony Shawnee Hospital', 'OK,Stillwater,74074,Stillwater Med Ctr - Pharm', 'OK,Woodward,73801,Alliance Health Woodward', 'OK,Yukon,73099,Healthcare One Urgent Care']
OK    2022-03-18 11-17  -9        ['OK,Ada,,Mercy Hospital - Ada', 'OK,Ada,74820,Chickasaw Nation Medical Cntr', 'OK,El Reno,,Hc One Uc And Fam Prac - El Reno', 'OK,Enid,,Integris Bass Baptist Hospital', 'OK,Lawton,,Comanche County Memorial Hospital', 'OK,Pryor,,Hillcrest Hospital - Pryor', 'OK,Shawnee,,St Anthony Shawnee Hospital', 'OK,Stillwater,,Stillwater Med Ctr - Pharm', 'OK,Yukon,,Healthcare One Urgent Care']
OR    2022-03-03 10-04  +4        ['OR,Coos Bay,97420,Bay Area Hospital', 'OR,Portland,97213,Providence Portland Medical Center', 'OR,Portland,97227,Kaiser Permanente East Interstate 2', 'OR,Portland,97239,Oregon Health Science University']
OR    2022-03-08 14-40  +6        ['OR,Coos Bay,97420,Bay Clinic Pediatrics', 'OR,Enterprise,97828,Wallowa Memorial Hospital', 'OR,Pendleton,97801,St Anthony Hospital', 'OR,Portland,97225,Comprehensive Risk Reduction Clinic', 'OR,Sweet Home,97386,Ridgeway Health', 'OR,Tillamook,97141,Adventist Health Tillamook Hospital']
OR    2022-03-08 14-40  -1        ['OR,Portland,97227,Kaiser Permanente East Interstate 2']
OR    2022-03-16 18-51  +2        ['OR,Bend,97701,St Charles Medical Center - Ip Rx', 'OR,Portland,97227,Kaiser Permanente East Interstate 2']
OR    2022-03-16 18-51  -23       ['OR,Ashland,97520,Asante Ashland Community Hospital', 'OR,Baker City,97814,St Alphonsus Medical Center - Baker', 'OR,Bend,97701,St Charles Family Care - Bend East', 'OR,Bend,97701,St Charles Medical Center - Bend', 'OR,Coos Bay,97420,Bay Clinic Pediatrics', 'OR,Enterprise,97828,Wallowa Memorial Hospital', 'OR,Grants Pass,97527,Asante Three Rivers Medical Center', 'OR,John Day,97845,Blue Mountain Hospital', 'OR,Klamath Falls,97601,Klamath Health Partnership', 'OR,Klamath Falls,97601,Sky Lakes Medical Center', 'OR,La Grande,97850,Grande Ronde Hospital', 'OR,Ontario,97914,St Alphonsus Medical Center - Ontar', 'OR,Pendleton,97801,St Anthony Hospital', 'OR,Portland,97206,Golden Dawn Clinic Pharmacy', 'OR,Portland,97220,Omnicare Of Portland', 'OR,Portland,97225,Comprehensive Risk Reduction Clinic', 'OR,Roseburg,97470,Umpqua Community Health Center Dba', 'OR,Roseburg,97471,Evergreen Family Medicine', 'OR,Salem,97301,Salem Hospital', 'OR,Salem,97301,Salem Hospital Pharmacy', 'OR,Salem,97302,Salem Health', 'OR,Springfield,97477,Mckenzie Willamette Medical Center', 'OR,Sweet Home,97386,Ridgeway Health']
OR    2022-03-18 09-58  +5        ['OR,Albany,,Albany General Hospital', 'OR,Coos Bay,,Bay Area Hospital', 'OR,Corvallis,,Good Samaritan Hospital', 'OR,Lebanon,,Lebanon Community Hospital', 'OR,Portland,,Providence Portland Medical Center']
OR    2022-03-18 09-58  -5        ['OR,Albany,97321,Albany General Hospital', 'OR,Coos Bay,97420,Bay Area Hospital', 'OR,Corvallis,97330,Good Samaritan Hospital', 'OR,Lebanon,97355,Lebanon Community Hospital', 'OR,Portland,97213,Providence Portland Medical Center']
OR    2022-03-18 11-17  +5        ['OR,Albany,97321,Albany General Hospital', 'OR,Coos Bay,97420,Bay Area Hospital', 'OR,Corvallis,97330,Good Samaritan Hospital', 'OR,Lebanon,97355,Lebanon Community Hospital', 'OR,Portland,97213,Providence Portland Medical Center']
OR    2022-03-18 11-17  -5        ['OR,Albany,,Albany General Hospital', 'OR,Coos Bay,,Bay Area Hospital', 'OR,Corvallis,,Good Samaritan Hospital', 'OR,Lebanon,,Lebanon Community Hospital', 'OR,Portland,,Providence Portland Medical Center']
PA    2022-02-22 09-09  -67       ['PA,Abington,19001,Abington Jefferson Health', 'PA,Ambler,19002,Amber Specialty Pharmacy Philly', 'PA,Bethel Park,15102,Spartan Pharmacy Bethel Park', 'PA,Bethlehem,18015,Sluhhn-Bethlehem', 'PA,Bradford,16701,Kaleida Health Bradford Reg Med Ctr', 'PA,Brentwood,15227,Spartan Pharmacy', 'PA,Brockway,15824,Guardian Healthcare Pharmacy', 'PA,Bryn Mawr,19010,Main Line Health-Bryn Mawr Hospital', 'PA,Canonsburg,15317,Jeffreys Drug Store', 'PA,Carnegie,15106,Acorx', 'PA,Castle Shannon,15234,Kevins Shop And Save', 'PA,Chambersburg,17201,Wellspan Chambersburg Hospital', 'PA,Claysville,15323,Curtis Pharmacy - 305 Ltc', 'PA,Connellsville,15425,Curtis Pharmacy- Connelsville', 'PA,Cranberry Twp,16066,Pharmscript Of Pa Llc', 'PA,Danville,17822,Geisinger Medical Center', 'PA,Darby,19023,Mercy Fitzgerald Hospital', 'PA,Doylestown,18901,Doylestown Hospital', 'PA,Dubois,15801,Penn Highlands Dubois', 'PA,Dunmore,18512,Medicus Urgent Care', 'PA,East Norriton,19401,Suburban Community Hospital', 'PA,Elverson,19520,A-Z Urgent Care Llc', 'PA,Ephrata,17522,Wellspan Ephrata Community Hospital', 'PA,Gettysburg,17325,Gettysburg Hospital', 'PA,Greensburg,15601,Excela Health Westmoreland Hospital', 'PA,Hershey,17033,Hersheycare Pharmacy', 'PA,Huntingdon,16652,Penn Highlands Huntingdon', 'PA,Indiana,15701,Diamond Pharmacy Services', 'PA,Indiana,15701,Indiana Regional Medical Center', 'PA,Jermyn,18433,Wright Center For Community Health', 'PA,King Of Prussia,19406,Omnicare King Of Prussia', 'PA,Lancaster,17603,Union Community Care', 'PA,Lansdale,19446,Lansdale Hospital', 'PA,Lebanon,17042,Wellspan Good Samaritan Hospital', 'PA,Mckees Rocks,15136,Primary Care Phcy Svcs - Mckees Roc', 'PA,Meadowbrook,19046,Holy Redeemer Hosp And Med Cntr', 'PA,Meadville,16335,Meadville Medical Center', 'PA,Monongahela,15063,Monongahela Valley Hospital', 'PA,Mt. Holly Springs,17065,Care Options Rx', 'PA,North Wales,19454,Wellness Pharmacy Services', 'PA,Philadelphia,19104,Hn5000 - Uphs - Penn Presby Hosp', 'PA,Philadelphia,19107,Hn2080 - Tjuh-Thomas Jeff Univ Hosp', 'PA,Philadelphia,19107,Jefferson Hosp For Neuroscience', 'PA,Philadelphia,19114,Jefferson Health Northeast', 'PA,Philadelphia,19118,Hn0800 - Chestnut Hill Hospital', 'PA,Philadelphia,19120,P10810 - Tang Pharmacy', 'PA,Philadelphia,19131,Abraham Reuven Lehman Md', 'PA,Philadelphia,19148,Methodist Hosp Div Tjuh Inc', 'PA,Philadelphia,19152,Hn2600 - Nazareth Hospital', 'PA,Phoenixville,19460,Tower Health-Phoenixville Hospital', 'PA,Pittsburgh,15203,Upmc/Hc Pharmacy', 'PA,Pittsburgh,15211,The Medicine Shoppe 0838', 'PA,Pittsburgh,15212,Ahn-Allegheny General Hospital', 'PA,Pittsburgh,15220,Greentree Pittsburgh Location', 'PA,Pittsburgh,15227,Spartan Pharmacy-Brownsville Road', 'PA,Pittsburgh,15236,Olympus Infusions', 'PA,Port Allegany,16743,Upper Allegheny Medical Center', 'PA,Pottstown,19464,Tower Health-Pottstown Hospital', 'PA,Scranton,18505,Wright Ctr For Com Hlth Scrntn Prac', 'PA,Topton,19562,Omnicare Of Topton', 'PA,Washington,15201,Curtis Pharmacy - 575 Ltc', 'PA,Waynesboro,17268,Waynesboro Hospital', 'PA,West Mifflin,15122,Primary Care Phcy Svcs - West Miffl', 'PA,Wilkes Barre,18706,Pharmerica - Wilkes Barre', 'PA,York,17401,Brockie Pharmatech', 'PA,York,17402,Wellspan Infusion', 'PA,York,17403,Wellspan York Hospital']
PA    2022-03-03 10-04  +3        ['PA,Fairless Hills,19030,Reliant Care Solutions', 'PA,Mahanoy City,17948,Morris Drug', 'PA,Philadelphia,19140,Hn0040 - Tuhs - Main Hosp']
PA    2022-03-08 14-40  +3        ['PA,Connellsville,15425,Highlands Hospital', 'PA,Pittsburgh,15238,Grane Rx Pittsburgh', 'PA,West Chester,19382,Grane Rx  West Chester']
PA    2022-03-16 18-51  +1        ['PA,Scranton,18510,Moses Taylor Hospital']
