provider_name,address1,address2,city,state,zip,last_report_date,public_website,phone_number,geopoint
WALGREENS STORE #03389,3529 E SILVER SPRINGS BLVD,,Ocala,FL,34470,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3529+e+springs+blvd-ocala-fl-34470/id=3389,,POINT (-82.08752 29.197825)
PATHWAY PHARMACY,202 SW 17TH ST,,Ocala,FL,34471,2022-07-02T00:00:00.000,,,POINT (-82.138411 29.171205)
WALGREENS STORE #10671,1260 NW 35TH ST,,Ocala,FL,34475,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-82.148256 29.22272)
CVS Store #03579,3771 TAMPA RD,CVS Pharmacy,Oldsmar,FL,34677,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.676911 28.043825)
CVS Store #03114,2400 ENTERPRISE RD.,CVS Pharmacy,Orange City,FL,32763,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.29888 28.92223)
CVS Store #03486,906 BLANDING BLVD,CVS Pharmacy,Orange Park,FL,32065,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.76918 30.14148)
CVS Store #05216,2702 S ORANGE AVE,CVS Pharmacy,Orlando,FL,32806,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.37684 28.51252)
WALGREENS STORE #11684,2251 N SEMORAN BLVD,,Orlando,FL,32807,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-2251+n+semoran+blvd-orlando-fl-32807/id=11684,,POINT (-81.31001 28.57454)
WALGREENS STORE #07165,5601 N HIAWASSEE RD,,Orlando,FL,32818,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-5601+n+hiawassee+rd-orlando-fl-32818/id=7165,,POINT (-81.47564 28.6125)
CVS Store #04108,7599 W SAND LAKE RD,CVS Pharmacy,Orlando,FL,32819,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.48696 28.4508)
CVS Store #03671,10701 INTERNATIONAL DRIVE,CVS Pharmacy,Orlando,FL,32821,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.455475 28.40765)
CVS Store #05214,12280 LAKE UNDERHILL RD,CVS Pharmacy,Orlando,FL,32825,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.20446 28.546155)
WALGREENS STORE #06030,13700 E COLONIAL DR,,Orlando,FL,32826,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-81.181895 28.564655)
CVS Store #07889,8025 LEE VISTA BLVD,CVS Pharmacy,Orlando,FL,32829,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.27562 28.466475)
WALGREENS STORE #03554,6651 OLD WINTER GARDEN RD,,Orlando,FL,32835,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-6651+old+garden+rd-orlando-fl-32835/id=3554,,POINT (-81.475259 28.53952)
CVS Store #05852,13454 S. ORANGE BLOSSOM TR.,CVS Pharmacy,Orlando,FL,32837,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.405047 28.368655)
CVS Store #05249,3888 HWY 90,CVS Pharmacy,Pace,FL,32571,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-87.161982 30.599575)
CVS Store #03854,11000 N. MILITARY TRAIL,CVS Pharmacy,Palm Beach Gardens,FL,33410,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.10429 26.8411)
CVS Store #05141,2480 PGA BLVD,CVS Pharmacy,Palm Beach Gardens,FL,33410,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.07125 26.84406)
MD Now - Donald Ross,5240 DONALD ROSS RD,,Palm Beach Gardens,FL,33418,2022-07-14T00:00:00.000,,,POINT (-80.115456 26.882535)
CVS Store #03249,1 OLD KINGS ROAD SOUTH,CVS Pharmacy,Palm Coast,FL,32137,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.210835 29.554355)
WALGREENS STORE #04124,33670 US HIGHWAY 19 N,,Palm Harbor,FL,34684,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-33670+us+highway+19+n-palm-harbor-fl-34684/id=4124,,POINT (-82.739776 28.07825)
CVS Store #03550,11801 PANAMA CITY BEACH PKWY.,CVS Pharmacy,Panama City Beach,FL,32407,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-85.82091 30.200605)
WALGREENS STORE #05581,6314 N 9TH AVE,,Pensacola,FL,32504,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-6314+n+9th+ave-pensacola-fl-32504/id=5581,,POINT (-87.196189 30.488385)
CVS Store #04458,8100 N DAVIS HWY,CVS Pharmacy,Pensacola,FL,32514,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-87.219472 30.510835)
WALGREENS STORE #10181,2237 W NINE MILE RD,,Pensacola,FL,32534,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-2237+w+nine+mile+rd-pensacola-fl-32534/id=10181,,POINT (-87.31432 30.533595)
WALGREENS STORE #03795,6996 US HIGHWAY 19 N,,Pinellas Park,FL,33781,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-6996+us+19+n-pinellas%20park-fl-33781/id=3795,,POINT (-82.68197 27.83528)
MD NOW - PLANTATION,7007 W BROWARD BLVD,UNIT 5,Plantation,FL,33317,2022-07-14T00:00:00.000,,,POINT (-80.24395 26.12292)
CVS Store #05079,10241 W BROWARD BLVD,CVS Pharmacy,Plantation,FL,33324,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.285985 26.12124)
CVS Store #03635,1501 S FEDERAL HWY,CVS Pharmacy,Pompano Beach,FL,33062,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.100742 26.251336)
CVS Store #03631,"152 FRONT ST.,",CVS Pharmacy,Ponte Vedra,FL,32082,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.38271 30.20586)
CVS Store #05157,1300 SW ST LUCIE BLVD,CVS Pharmacy,Port Saint Lucie,FL,34986,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.389 27.31033)
CVS Store #00406,2400 TAMIAMI TRL,CVS Pharmacy,Punta Gorda,FL,33950,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.046395 26.91661)
CVS Store #07225,5905 US HWY. 301 S.,CVS Pharmacy,Riverview,FL,33578,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.3395 27.89447)
TGH Urgent Care - Riverview,11406 US Highway 301 S,,Riverview,FL,33578,2022-07-15T00:00:00.000,,,POINT (-82.32812 27.83464)
WALGREENS STORE #07105,11010 BLOOMINGDALE AVE,,Riverview,FL,33578,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-82.319325 27.894)
BHA BARTON COMMONS,220 Barton Blvd,,Rockledge,FL,32955,2022-07-14T00:00:00.000,http://www.bhachc.org,321-639-5177,POINT (-80.726339 28.330917)
MD NOW - ROYAL PALM BEACH,11551 SOUTHERN BLVD,STE 4,Royal Palm Beach,FL,33411,2022-07-14T00:00:00.000,,,POINT (-80.22899 26.68166)
CVS Store #03591,2703 N. PONCE DELEON BLVD.,CVS Pharmacy,Saint Augustine,FL,32084,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.32474 29.9164)
WALGREENS STORE #07163,4501 13TH ST,,Saint Cloud,FL,34769,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-4501+th+13th+st-saint%20cloud-fl-34769/id=7163,,POINT (-81.319505 28.2544)
CVS Store #00574,8001 9TH ST N,CVS Pharmacy,Saint Petersburg,FL,33702,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.64407 27.84388)
CVS Store #03654,3501 54TH AVE S,CVS Pharmacy,Saint Petersburg,FL,33711,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.680616 27.71976)
WALGREENS STORE #06970,3803 S ORLANDO DR,,Sanford,FL,32773,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-81.283704 28.755075)
WALGREENS STORE #01077,3550 FRUITVILLE RD,,Sarasota,FL,34237,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3550+fruitville+fruitville+rd-sarasota-fl-34237/id=1077,,POINT (-82.49774 27.33738)
MD NOW - Fruitville,3110 FRUITVILLE COMMONS BLVD,Suite 101,Sarasota,FL,34240,2022-07-14T00:00:00.000,,,POINT (-82.442252 27.339235)
BAY STREET PHARMACY INC,7746 BAY STREET,,Sebastian,FL,32958,2022-07-15T00:00:00.000,,,POINT (-80.48852 27.8476)
CVS Store #03257,704 W MARTIN LUTHER KING JR BLVD,CVS Pharmacy,Seffner,FL,33584,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.286518 27.981245)
TGH Urgent Care - Seminole,7601 Seminole Boulevard,,Seminole,FL,33772,2022-07-15T00:00:00.000,,,POINT (-82.78627 27.841655)
WALGREENS STORE #03556,10121 SEMINOLE BLVD,,Seminole,FL,33772,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-82.786425 27.864775)
WALGREENS STORE #02192,11180 SPRING HILL DR,,Spring Hill,FL,34609,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-11180+spring+hill+dr-spring-hill-fl-34609/id=2192,,POINT (-82.53837 28.4605)
TGH urgent Care - Tyrone,3251 66th Street North,,St Petersburg,FL,33710,2022-07-15T00:00:00.000,,,POINT (-82.728085 27.80165)
WALGREENS STORE #02665,3350 CENTRAL AVE,,St Petersburg,FL,33712,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-82.6789 27.77055)
LANGLEY HLTH SERVICES SUMTERVILLE,1389 S US HWY 301,,Sumterville,FL,33585,2022-07-12T00:00:00.000,http://www.langleyhealthservices.com,352-793-5900 x83931,POINT (-82.0651894276094 28.741995)
BOND COMM HEALTH CENTER - MAIN SITE,1720 S Gadsden Street,,Tallahassee,FL,32301,2022-07-08T00:00:00.000,http://www.bondchc.com,850-576-4073,POINT (-84.27872 30.42523)
CVS Store #04469,1819 W TENNESSEE ST,CVS Pharmacy,Tallahassee,FL,32304,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.31316 30.44839)
CVS Store #04024,5466 THOMASVILLE RD N,CVS Pharmacy,Tallahassee,FL,32312,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.229075 30.542035)
MD NOW - TAMARAC,4640 W COMMERCIAL BLVD,,Tamarac,FL,33319,2022-07-14T00:00:00.000,,,POINT (-80.20902 26.18879)
WALGREENS STORE #04484,8790 W MCNAB RD,,Tamarac,FL,33321,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-8790+w+mcnab+rd-tamarac-fl-33321/id=4484,,POINT (-80.26737 26.20804)
TGH Urgent Care - Tampa Water St,564 Channelside Drive,,Tampa,FL,33602,2022-07-15T00:00:00.000,,,POINT (-82.44926 27.94373)
TGH Urgent Care -Downtown Heights,303 W Palm Ave,,Tampa,FL,33602,2022-07-15T00:00:00.000,,,POINT (-82.46384 27.96246)
CVS Store #03930,611 S HOWARD AVE,CVS Pharmacy,Tampa,FL,33606,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.48311 27.93798)
TGH Urgent Care -South Tampa,3301 W Gandy Blvd,,Tampa,FL,33611,2022-07-15T00:00:00.000,,,POINT (-82.49873 27.89399)
WALGREENS STORE #06674,8706 W HILLSBOROUGH AVE,,Tampa,FL,33615,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-8706+w+hillsborough+ave-tampa-fl-33615/id=6674,,POINT (-82.582215 27.99621)
WALGREENS STORE #02975,15602 N DALE MABRY HWY,,Tampa,FL,33618,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-15602+n+dale+mabry+hwy-tampa-fl-33618/id=2975,,POINT (-82.50225 28.0947)
TGH Urgent Care -Carrollwood,4505 Gunn Highway,,Tampa,FL,33624,2022-07-15T00:00:00.000,,,POINT (-82.517877 28.048285)
CVS Store #03662,5357 EHRLICH RD,CVS Pharmacy,Tampa,FL,33625,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.541506 28.08425)
CVS Store #05253,8801 W LINEBAUGH AVE,CVS Pharmacy,Tampa,FL,33626,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.583462 28.04512)
TGH Urgent Care - Westchase,11969 Sheldon Rd,,Tampa,FL,33626,2022-07-15T00:00:00.000,,,POINT (-82.58246 28.0575)
CVS Store #03814,4120 HENDERSON BLVD,CVS Pharmacy,Tampa,FL,33629,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.513022 27.926995)
CVS Store #06007,6206 COMMERCE PALMS DR.,CVS Pharmacy,Tampa,FL,33647,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.379 28.11595)
WALGREENS STORE #05437,17511 BRUCE B DOWNS BLVD,,Tampa,FL,33647,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-17511+bruce+b+downs+blvd-tampa-fl-33647/id=5437,,POINT (-82.368405 28.12664)
CVS Store #00709,1000 EAST TARPON AVE.,CVS Pharmacy,Tarpon Springs,FL,34689,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.739428 28.145675)
TGH Urgent Care -Tarpon Springs,40545 US Hwy 19 N,,Tarpon Springs,FL,34689,2022-07-15T00:00:00.000,,,POINT (-82.739398 28.140745)
CVS Store #00579,110 BULLARD PKWY,CVS Pharmacy,Temple Terrace,FL,33617,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.39287 28.03303)
WALGREENS STORE #04573,9202 N 56TH ST,,Temple Terrace,FL,33617,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-9202+n+56th+st-temple-terrace-fl-33617/id=4573,,POINT (-82.394025 28.03314)
CVS Store #07886,260 SOUTH US HWY 1,CVS Pharmacy,Tequesta,FL,33469,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.085455 26.958325)
CVS Store #08381,5208 E COUNTY RD 466,CVS Pharmacy,The Villages,FL,32162,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.01642 28.92782)
WALGREENS STORE #04033,1490 US HIGHWAY 41 BYP S,,Venice,FL,34285,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1490+us+byp+s-venice-fl-34285/id=4033,,POINT (-82.42542 27.07988)
MD NOW - VERO BEACH,640 21ST STREET,,Vero Beach,FL,32960,2022-07-14T00:00:00.000,,,POINT (-80.38569 27.64114)
TCCH VERO 787 SITE,4675 28th Court,,Vero Beach,FL,32967,2022-07-11T00:00:00.000,http://www.tcchinc.org,772-257-8224,POINT (-80.415047 27.677815)
CVS Store #08396,1929 BRUCE B. DOWNS BLVD.,CVS Pharmacy,Wesley Chapel,FL,33543,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.35378 28.18498)
WALGREENS STORE #06412,28115 WESLEY CHAPEL BLVD,,Wesley Chapel,FL,33543,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-28115+wesley+chapel+blvd-wesley-chapel-fl-33543/id=6412,,POINT (-82.350065 28.23686)
TGH Urgent Care -Wesley Chapel,5504 Gateway Blvd,,Wesley Chapel,FL,33544,2022-07-15T00:00:00.000,,,POINT (-82.360836 28.2366)
CL BRUMBACK PRMRY CARE W PALM BEACH,1150 45TH STREET,PHARMACY,West Palm Beach,FL,33407,2022-07-15T00:00:00.000,https://www.hcdpbc.org/for-patients/primary-care-clinics,561-642-1000,POINT (-80.06983 26.75312)
MD NOW - WEST PALM BEACH,2007 PALM BEACH LAKES BLVD,,West Palm Beach,FL,33409,2022-07-14T00:00:00.000,,,POINT (-80.09311 26.71611)
CVS Store #17053,10155 OKEECHOBEE BLVD,CVS Pharmacy,West Palm Beach,FL,33411,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-80.20296 26.71095)
WALGREENS STORE #03905,1751 BONAVENTURE BLVD,,Weston,FL,33326,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1751+bonaventure+blvd-weston-fl-33326/id=3905,,POINT (-80.3781 26.09869)
TGH Urgent Care - Sun City Center,16521 US Highway 301,,Wimauma,FL,33598,2022-07-15T00:00:00.000,,,POINT (-82.32367 27.75487)
CVS Store #01350,2831 MAGUIRE RD.,CVS Pharmacy,Windermere,FL,34786,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.54171 28.529087)
CVS Store #00170,839 N ORLANDO AVE,CVS Pharmacy,Winter Park,FL,32789,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.36577 28.59058)
CVS Store #03490,5650 RED BUG LAKE RD,CVS Pharmacy,Winter Springs,FL,32708,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-81.269497 28.648435)
WALGREENS STORE #11790,36515 STATE ROAD 54,,Zephyrhills,FL,33541,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-82.21282 28.230455)
WALGREENS STORE #06461,1762 MARS HILL RD NW,,Acworth,GA,30101,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1762+mars+rd+nw-acworth-ga-30101/id=6461,,POINT (-84.70489 33.99859)
WALGREENS STORE #05760,3003 OLD ALABAMA RD,,Alpharetta,GA,30022,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3003+old+alabama+rd-alpharetta-ga-30022/id=5760,,POINT (-84.27197 34.021255)
KROGER PHARMACY 01100618,700 HIGHWAY 29 N,,Athens,GA,30601,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-83.33395 33.99633)
CVS Store #04604,865 N HIGHLAND AVE NE,CVS Pharmacy,Atlanta,GA,30306,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.35241 33.77821)
THE FAM HLTH CTR AT WEST END,868 York Ave SW,,Atlanta,GA,30310,2022-07-09T00:00:00.000,http://fhcga.org,404-752-1400,POINT (-84.41625 33.73672)
CVS Store #04717,2429 MARTIN LUTHER KING JR. DR.,CVS Pharmacy,Atlanta,GA,30311,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.46688 33.75224)
KROGER PHARMACY 01100672,800 GLENWOOD AVE SE,,Atlanta,GA,30316,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.36047 33.74006)
CVS Store #02569,"3637 PEACHTREE ROAD, NE",CVS Pharmacy,Atlanta,GA,30319,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.35854 33.853)
CVS Store #07689,"1520 AVENUE PLACE, SUITE B-100",CVS Pharmacy,Atlanta,GA,30329,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.32801 33.801695)
WALGREENS STORE #09620,3800 PRINCETON LAKES PKWY SW,,Atlanta,GA,30331,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3800+princeton+pkwy+sw-atlanta-ga-30331/id=9620,,POINT (-84.51317 33.65629)
CVS Store #02089,"4300 PACES FERRY RD SE, SUITE 170",CVS Pharmacy,Atlanta,GA,30339,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.46639 33.86524)
MED ASSOC PLUS AT BELLE TERRACE,2467 Golden Camp Rd,,Augusta,GA,30906,2022-07-12T00:00:00.000,http://mapbt.com,706-790-4440,POINT (-82.05104 33.42925)
CVS Store #04583,2703 WASHINGTON RD.,CVS Pharmacy,Augusta,GA,30909,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.02194 33.50879)
CVS Store #04522,800 EAST WEST CONNECTOR SW,CVS Pharmacy,Austell,GA,30106,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.57699 33.85704)
WALGREENS STORE #05811,4120 AUSTELL RD,,Austell,GA,30106,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-4120+austell+austell+rd-austell-ga-30106/id=5811,,POINT (-84.604555 33.8536)
FANNIN CO MED AND ADMIN CONS SITE,165 Blue Ridge Overlook,,Blue Ridge,GA,30513,,,706-946-4647,POINT (-84.32736 34.87378)
KROGER PHARMACY 01100641,774 HWY 96,,Bonaire,GA,31005,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-83.659485 32.55312)
WALGREENS STORE #07741,2154 JOHNSON FERRY RD NE,,Brookhaven,GA,30319,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-2154+johnson+rd+ne-brookhaven-ga-30319/id=7741,,POINT (-84.32496 33.892115)
CVS Store #05653,1950 BUFORD HWY.,CVS Pharmacy,Buford,GA,30518,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.002885 34.107375)
Walmart Pharmacy #1215,450 W Belmont Dr,,Calhoun,GA,30701,2022-07-14T00:00:00.000,https://www.walmarthealth.com/,,POINT (-84.9455 34.47933)
CVS Store #02470,3785 SIXES RD,CVS Pharmacy,Canton,GA,30114,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.550975 34.178555)
WALGREENS STORE #07340,120 MARIETTA HWY,,Canton,GA,30114,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-120+marietta+marietta+hwy-canton-ga-30114/id=7340,,POINT (-84.49451 34.24379)
CVS Store #07888,6120 HICKORY FLAT HWY.,CVS Pharmacy,Canton,GA,30115,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.4202 34.17664)
KROGER PHARMACY 01100367,1355 S PARK ST,,Carrollton,GA,30117,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.07349 33.55325)
WALGREENS STORE #07820,794 S PARK ST,,Carrollton,GA,30117,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-794+s+park+st-carrollton-ga-30117/id=7820,,POINT (-85.07771 33.56955)
CVS Store #08976,965 JOE FRANK HARRIS PKWY SE,CVS Pharmacy,Cartersville,GA,30120,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.79467 34.1989)
KROGER PHARMACY 01100629,125 MAIN STREET MARKET PL SE,,Cartersville,GA,30121,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.77679 34.1722)
Walmart Pharmacy #615,101 Market Place Blvd,,Cartersville,GA,30121,2022-07-14T00:00:00.000,https://www.walmarthealth.com/,,POINT (-84.78812 34.20265)
CVS Store #04505,5764 PEACHTREE INDUSTRIAL BLVD,CVS Pharmacy,Chamblee,GA,30341,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.295235 33.905815)
MEDLINK COLBERT PHARMACY,11 Charlie Morris Rd,,Colbert,GA,30628,2022-07-14T00:00:00.000,,770-676-6500,POINT (-83.23676 34.03424)
FORT BENNING ROAD HLTH CTR,1600 Fort Benning Road,,Columbus,GA,31903,2022-07-15T00:00:00.000,http://www.valleyhealthcolumbus.com,706-689-1331,POINT (-84.93931 32.42419)
Walmart Pharmacy #2475,1436 DOGWOOD DR SE,,Conyers,GA,30013,2022-07-14T00:00:00.000,https://www.walmarthealth.com/,,POINT (-83.997105 33.652345)
CVS Store #08419,4192 SALEM RD.,CVS Pharmacy,Covington,GA,30016,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.96338 33.57901)
CVS Store #04682,4895 POST RD.,CVS Pharmacy,Cumming,GA,30040,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.21896 34.208685)
KROGER PHARMACY 01100627,5550 BETHELVIEW ROAD,,Cumming,GA,30040,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.185345 34.169955)
CVS Store #03766,3027 JIM MOORE ROAD,CVS Pharmacy,Dacula,GA,30019,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.9095 34.03748)
KROGER PHARMACY 01100635,505 DACULA RD,,Dacula,GA,30019,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-83.9059 34.00105)
KROGER PHARMACY 01100673,457 NATHAN DEAN BLVD,,Dallas,GA,30132,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.82173 33.91038)
CVS Store #05622,495 CHARLES HARDY PKWY.,CVS Pharmacy,Dallas,GA,30157,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.77945 33.91001)
Walmart Pharmacy #3403,3615 Charles Hardy Pkwy,,Dallas,GA,30157,2022-07-14T00:00:00.000,https://www.walmarthealth.com/,,POINT (-84.730372 33.93536)
KROGER PHARMACY 01100670,378 MARKETPLACE PARKWAY,,Dawsonville,GA,30534,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.04279 34.35216)
CVS Store #02175,2738 N. DECATUR RD.,CVS Pharmacy,Decatur,GA,30033,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.28139 33.7932)
CVS Store #00154,6031 FAIRBURN RD.,CVS Pharmacy,Douglasville,GA,30134,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.72995 33.75179)
CVS Store #02407,4385 HEREFORD FARM ROAD,CVS Pharmacy,Evans,GA,30809,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-82.13084 33.53416)
