Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date
Atrium Navicent Rehabilitation,3351 Northside Dr.,,Macon,BIBB,GA,31210,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Park Nicollet Frauenshuh Cancer Ct,9700 W 76th Street,Suite 100,Eden Prairie,HENNEPIN,MN,55344,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
CaroMont Health,2525 Court Drive,,Gastonia,GASTON,NC,28054,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
VALLEY CHILDRENS HEALTHCARE,9300 Valley Childrens Place,Inpatient Pharmacy,Madera,MADERA,CA,93636,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
UNC Lenoir Health Care,100 Airport Road,,Kinston,LENOIR,NC,28501,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Kinney Drugs # 80-Ithaca,513 N CAYUGA ST,,Ithaca,TOMPKINS,NY,14850,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #07543,2310 W OREGON AVE,,PHILADELPHIA,PHILADELPHIA,PA,19145,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #13682,761 E MAIN ST,,PURCELLVILLE,LOUDOUN,VA,20132,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #10923,412 EAST MAIN ST,,LOUISA,LOUISA,VA,23093,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walmart Pharmacy #7178,701 W Princeton Dr,,Princeton,COLLIN,TX,75407,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #10688,203 SOUTH PLANK RD.,CVS Pharmacy,NEWBURGH,ORANGE,NY,12550,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #393,2171 S Highland Ave,,Jackson,MADISON,TN,38301,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #393,2171 S Highland Ave,,Jackson,MADISON,TN,38301,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #120,2716 N Central Ave,,Humboldt,GIBSON,TN,38343,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5624,13100 Josey Ln,,Farmers Branch,DALLAS,TX,75234,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5962,4716 Hondo Pass Dr,,El Paso,EL PASO,TX,79904,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5962,4716 Hondo Pass Dr,,El Paso,EL PASO,TX,79904,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #194,4900 GARTH RD,,BAYTOWN,HARRIS,TX,77521,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4102,1151 US HIGHWAY 90 E,,CASTROVILLE,MEDINA,TX,78009,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #793,1701 N 23Rd St,,Canyon,RANDALL,TX,79015,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3772,468 Trade Center Ln,,Jonesville,LEE,VA,24263,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1249,610 W 29Th St,,San Angelo,TOM GREEN,TX,76903,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #7229,1110 Sunland Park Dr,,El Paso,EL PASO,TX,79922,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #461,496 S BIBB AVE,,EAGLE PASS,MAVERICK,TX,78852,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5359,721 BOYD RD,,AZLE,TARRANT,TX,76020,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4554,2525 W ANDERSON LN,,AUSTIN,TRAVIS,TX,78757,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4103,175 IH 35 N,,Devine,MEDINA,TX,78016,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1185,1030 NORWOOD PARK BLVD,,AUSTIN,TRAVIS,TX,78753,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #4435,3458 Dickerson Pike,,Nashville,DAVIDSON,TN,37207,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5479,1548 Fm 685,,Pflugerville,TRAVIS,TX,78660,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #675,1601 W REELFOOT AVE,,UNION CITY,OBION,TN,38261,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #595,1801 W LINCOLN ST,,HARLINGEN,CAMERON,TX,78552,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #427,7401 Interstate Highway 30,,Greenville,HUNT,TX,75402,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #599,3200 Fort Henry Dr,,Kingsport,SULLIVAN,TN,37664,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3015,2827 S Buckner Blvd,,Dallas,DALLAS,TX,75227,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3014,200 SHORT BLVD,,DALLAS,DALLAS,TX,75232,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #777,3115 Edgar Brown Dr,,West Orange,ORANGE,TX,77630,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #97,628 Highway 51 N,,Ripley,LAUDERDALE,TN,38063,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1159,432 S Broad St,,New Tazewell,CLAIBORNE,TN,37825,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500509,4901 MAPLE AVE,,DALLAS,DALLAS,TX,75235,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #4635,150 Tanner Ln,,Clinton,ANDERSON,TN,37716,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4373,200 Wake Village Rd,,Wake Village,BOWIE,TX,75501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #77,3701 N Main St,,Taylor,WILLIAMSON,TX,76574,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #06026,1140 OLD COUNTRY RD.,CVS Pharmacy,RIVERHEAD,SUFFOLK,NY,11901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1296,1126 W US Highway 77,,San Benito,CAMERON,TX,78586,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3058,918 Bandera Rd,,San Antonio,BEXAR,TX,78228,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3106,8538 INTERSTATE HIGHWAY 35 S,,SAN ANTONIO,BEXAR,TX,78211,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #738,2200 Highway 641 N,,Camden,BENTON,TN,38320,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3432,951 W Belt Line Rd,,Desoto,DALLAS,TX,75115,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #475,2701 South IH 35,,Round Rock,WILLIAMSON,TX,78664,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1232,2604 N Main St,,Belton,BELL,TX,76513,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2724,1107 Shaver St,,Pasadena,HARRIS,TX,77506,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #880,4100 W Airport Fwy,,Irving,DALLAS,TX,75062,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #945,702 W Loop 289,,Lubbock,LUBBOCK,TX,79416,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2805,303 Market Dr,,Emporia,EMPORIA CITY,VA,23847,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #5889,9410 Webb Chapel Rd,,Dallas,DALLAS,TX,75220,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #602,1025 Sawdust Rd,,Spring,MONTGOMERY,TX,77380,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5960,10301 Alameda Ave,,Socorro,EL PASO,TX,79927,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1272,5110 College Ave.,,Snyder,SCURRY,TX,79549,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #00906,461 2ND AVE.,CVS Pharmacy,TROY,RENSSELAER,NY,12182,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #743,100 E I 240 Service Rd,,Oklahoma City,OKLAHOMA,OK,73149,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 11106,600 LINCOLN HIGHWAY,,FAIRLESS HILLS,BUCKS,PA,19030-1400,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #449,4999 N TWIN CITY HWY,,PORT ARTHUR,JEFFERSON,TX,77642,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #4623,6111 Jefferson Ave,,Newport News,NEWPORT NEWS CITY,VA,23605,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2120,5396 State Highway 12,,Norwich,CHENANGO,NY,13815,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5612,2391 S Wayside Dr,,Houston,HARRIS,TX,77023,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1137,13750 EAST FWY,,HOUSTON,HARRIS,TX,77015,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
CVS Store #10859,286 E. 7TH STREET,CVS Pharmacy,DOUGLAS,COCHISE,AZ,85607,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #668,915 N Chancery St Ste 100,,McMinnville,WARREN,TN,37110,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #683,2130 N Locust Ave,,Lawrenceburg,LAWRENCE,TN,38464,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 10846,420 HAMILTON STREET,,GENEVA,ONTARIO,NY,14456-2951,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #17394,140 SOUTH MAIN STREET,,STUART,PATRICK,VA,24171,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #06892,591 METACOM AVE,,BRISTOL,BRISTOL,RI,02809,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #17593,507 AMHERST ST,,WINCHESTER,WINCHESTER CITY,VA,22601,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
TOM THUMB PHARMACY,4010 North Macarthur Blvd. #100,,Irving,DALLAS,TX,75038,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
TOM THUMB PHARMACY,4010 North Macarthur Blvd. #100,,Irving,DALLAS,TX,75038,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
UNITED PHARMACY,2630 Parkway Drive,,Lubbock,LUBBOCK,TX,79403,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
UNITED PHARMACY,300 East Commerce Street,,Brownwood,BROWN,TX,76801,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
UNITED PHARMACY,2703 82nd Street,,Lubbock,LUBBOCK,TX,79423,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #12360,3901 OAKLAWN BLVD,,HOPEWELL,HOPEWELL CITY,VA,23860,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 229,6607 SOUTH IH 35,,AUSTIN,TRAVIS,TX,78744-3410,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 189,2130 CULEBRA RD,,SAN ANTONIO,BEXAR,TX,78228-6308,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
AMIGOS PHARMACY,3300 E INTERSTATE 40,,Amarillo,POTTER,TX,79103,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
MARKET STREET PHARMACY,11999 Dallas PKWY,,Frisco,COLLIN,TX,75033,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #00014,400 JUNCOS PLZ,,JUNCOS,Juncos,PR,00777,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #00251,4203 CALLE MARGINAL,,FAJARDO,Fajardo,PR,00738,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
TOM THUMB PHARMACY,11920 Preston Rd.,,Dallas,DALLAS,TX,75230,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
SAFEWAY PHARMACY,30 College Rd,,Fairbanks,FAIRBANKS NORTH STAR,AK,99701,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
AMIGOS PHARMACY,112 N University Ave,,Lubbock,LUBBOCK,TX,79415,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 388,6001 W PARMER LN,,AUSTIN,TRAVIS,TX,78727-3901,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
HEB Pharmacy 263,1628 CENTRAL BLVD,,BROWNSVILLE,CAMERON,TX,78520-8327,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
Walgreens Store #00323,643 YAUCO PLAZA II,,YAUCO,Yauco,PR,00698,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #03853,2924 CHAMBERLAYNE AVE,,RICHMOND,RICHMOND CITY,VA,23222,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 433,105 S BOUNDARY ST,,BURNET,BURNET,TX,78611-3201,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
TOM THUMB PHARMACY,980 Highway 287 N,,Mansfield,TARRANT,TX,76063,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
SAFEWAY PHARMACY,2685 MILL BAY ROAD,,Kodiak,KODIAK ISLAND,AK,99615,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
HEB Pharmacy 63,2805 BUSINESS CENTER DR,,PEARLAND,BRAZORIA,TX,77584-2191,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 28,2955 SOUTH GULF FREEWAY,,LEAGUE CITY,GALVESTON,TX,77573-6750,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
SAV-ON PHARMACY,5950 SOUTH COOPER STREET,,Arlington,TARRANT,TX,76017,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 221,3434 CENTURY CENTER ST SW,,Grandville,KENT,MI,49418,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 108,7300 EASTMAN AVE,,Midland,MIDLAND,MI,48642,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Rite Aid 06788,6420 RIO LINDA BLVD,,RIO LINDA,SACRAMENTO,CA,95673-3332,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Rite Aid 05705,14629 7TH STREET,,VICTORVILLE,SAN BERNARDINO,CA,92395-4019,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Meijer Store 063,30800 LITTLE MACK AVE,,Roseville,MACOMB,MI,48066,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 057,3175 S Rochester Rd,,Rochester Hills,OAKLAND,MI,48307,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 06481,32450 CLINTON KEITH ROAD,,WILDOMAR,RIVERSIDE,CA,92595-8662,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Meijer Store 465,100 Michigan Street NE Ste 1830,,Grand Rapids,KENT,MI,49503,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Meijer Store 324,6200 S PENNSYLVANIA AVE,,Lansing,INGHAM,MI,48911,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 316,2191 Columbia Avenue West,,Battle Creek,CALHOUN,MI,49015,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 310,4665 S Green Ave,,Fremont,NEWAYGO,MI,49412,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 306,25225 Schoenherr Rd,,Warren,MACOMB,MI,48089,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 303,2770 S State Road,,Ionia,IONIA,MI,48846,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
CVS Store #02205,274 OLD NYACK TURNPIKE,CVS Pharmacy,SPRING VALLEY,ROCKLAND,NY,10977,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 06016,855 MONO WAY,,SONORA,TUOLUMNE,CA,95370-5202,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
HEB Pharmacy 611,598 E HWY 290,,DRIPPING SPRINGS,HAYS,TX,78620-5482,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Walmart Pharmacy #1425,402 W PLAZA DR,,COLUMBIA CITY,WHITLEY,IN,46725,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1013,1795 E State Road 163,,Clinton,VERMILLION,IN,47842,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 271,1223 Phoenix St,,South Haven,VAN BUREN,MI,49090,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 251,5019 Red Arrow Highway,,Stevensville,BERRIEN,MI,49127,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
HEB Pharmacy 418,200 VETERANS BLVD,,DEL RIO,VAL VERDE,TX,78840-4658,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 207,1301 GUADALUPE ST.,,LAREDO,WEBB,TX,78040-5343,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Walmart Pharmacy #5452,2500 N 1st Ave,,Evansville,VANDERBURGH,IN,47710,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1647,1700 S 13Th St,,Decatur,ADAMS,IN,46733,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 171,8605 East 34 Road,,Cadillac,WEXFORD,MI,49601,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 119,6660 West Main Street,,Kalamazoo,KALAMAZOO,MI,49009,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 286,21431 Grand River Ave,,Detroit,WAYNE,MI,48219,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #1783,2700 W Broadway St,,Princeton,GIBSON,IN,47670,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2861,7319 W State St,,Boise,ADA,ID,83714,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
OSCO PHARMACY,501 WEST MAIN STREET,,Cut Bank,GLACIER,MT,59427,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walmart Pharmacy #1304,2501 Walton Blvd,,Warsaw,KOSCIUSKO,IN,46582,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1667,1601 N Cass St,,Wabash,WABASH,IN,46992,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 10807,601 E. MAIN STREET,,BATAVIA,GENESEE,NY,14020-2827,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 02451,5214-30 BALTIMORE AVENUE,,PHILADELPHIA,PHILADELPHIA,PA,19143-3240,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Rite Aid 00263,685 NORTH MAIN STREET,,GREENSBURG,WESTMORELAND,PA,15601-1600,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Meijer Store 020,2425 Alpine Ave NW,,Grand Rapids,KENT,MI,49544,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
HEB Pharmacy 591,1700 E PALM VALLEY BLVD,,ROUND ROCK,WILLIAMSON,TX,78664-4677,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 581,"2511 TRIMMIER RD, SUITE 100",,KILLEEN,BELL,TX,76542-1910,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Rite Aid 06557,5075 OLIVEHURST AVENUE,,OLIVEHURST,YUBA,CA,95961-4023,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
TOM THUMB PHARMACY,2380 N Field St,,Dallas,DALLAS,TX,75201,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 672,1821 S VALLEY MILLS DR,,WACO,MCLENNAN,TX,76711-2119,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Rite Aid 04212,955 STONY POINT ROAD,,SANTA ROSA,SONOMA,CA,95407-4728,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
CARRS PHARMACY,11431 BUSINESS BLVD,,Eagle River,ANCHORAGE,AK,99577,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
HEB Pharmacy 756,6055 SOUTH FREEWAY,,HOUSTON,HARRIS,TX,77004,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 541,10100 BEECHNUT ST,,HOUSTON,HARRIS,TX,77072-5000,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
HEB Pharmacy 540,3111 WOODRIDGE STE 500,,HOUSTON,HARRIS,TX,77087-2558,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
Rite Aid 11271,1808 SALEM ROAD,,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23456-1393,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
MARKET STREET PHARMACY,3121 Sunset Drive,,San Angelo,TOM GREEN,TX,76904,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
HEB Pharmacy 492,1550 FRY RD,,HOUSTON,HARRIS,TX,77084-5813,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
Rite Aid 00679,123 SOUTH 69TH STREET,,UPPER DARBY,DELAWARE,PA,19082-3212,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
RANDALLS PHARMACY,14610 MEMORIAL DR,,Houston,HARRIS,TX,77079,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
ALBERTSONS MARKET PHARMACY,2751 N County RD W,,Odessa,ECTOR,TX,79764,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
SAV-ON PHARMACY,909 EAST PARKCENTER BLVD,,Boise,ADA,ID,83706,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
CVS Store #03099,480 MONTAUK HWY.,CVS Pharmacy,BAY SHORE,SUFFOLK,NY,11706,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500959,701 W MARSHALL AVE,,LONGVIEW,GREGG,TX,75601,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #85,17309 INTERSTATE 30 S,,BENTON,SALINE,AR,72015,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #209,1516 N 18th St,,Ozark,FRANKLIN,AR,72949,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #733,3501 20Th Ave,,Valley,CHAMBERS,AL,36854,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #700,1501 AL Highway 14 E,,Selma,DALLAS,AL,36703,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #660,301 AVALON AVE,,Muscle Shoals,COLBERT,AL,35661,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500461,5190 HWY 78,,SACHSE,DALLAS,TX,75048,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500590,1004 S CROWLEY RD,,CROWLEY,TARRANT,TX,76036,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #1294,3240 S Western Ave,,Marion,GRANT,IN,46953,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1091,1991 DR M L K JR EXPY,,ANDALUSIA,COVINGTON,AL,36420,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #930,3801 Eastern Blvd,,Montgomery,MONTGOMERY,AL,36116,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #681,11697 US HIGHWAY 431,,GUNTERSVILLE,MARSHALL,AL,35976,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #1002,2251 E State Highway 54,,Linton,GREENE,IN,47441,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
NEA BAPTIST MEMORIAL HOSP PHARMACY,4800 E JOHNSON AVE,,JONESBORO,CRAIGHEAD,AR,72401,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
Dougherty Pharmacy,14 E Main St,,Morrisville,MADISON,NY,13408,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Foothills Pharmacy,80 Shuford Rd,,Columbus,POLK,NC,28722,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
"OUR LADY OF LOURDES RMC, INC.",4801 Ambassador Caffery Pkwy,,Lafayette,LAFAYETTE,LA,70508-6917,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Adirondack Pharmacy,4057 State Highway 3,,Star Lake,SAINT LAWRENCE,NY,13690,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
NYP-COLUMBIA UNIVERSITY MEDICAL CTR,627 W 165 St,,New York,NEW YORK,NY,10032,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
DEACONESS GATEWAY HOSPITAL,600 Mary St,,Evansville,VANDERBURGH,IN,47710,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
JFK MEMORIAL HOSPITAL,47111 MONROE ST,,INDIO,RIVERSIDE,CA,92201,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
DELL SETON MEDICAL CENTER AT UT,1500 Red River Street,,Austin,TRAVIS,TX,78701,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
CARILION ROANOKE MEM HOSP,1906 Belleview Avenue,,Roanoke,ROANOKE CITY,VA,24014,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HUTCHINSON HEALTH CARE,1095 HWY 15 S,,HUTCHINSON,MCLEOD,MN,55350,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
PICO CARE PHARMACY,6650 ROSEMEAD BLVD,,PICO RIVERA,LOS ANGELES,CA,90660,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
UC DAVIS MEDICAL CENTER,2315 Stockton Blvd,Central Pharmacy,Sacramento,SACRAMENTO,CA,95817,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
